assumption_case,assumption_note,shell_mode,scenario,scenario_label,band,median_ocean_confidence_score,p10_ocean_confidence_score,p90_ocean_confidence_score,moderate_or_high_ocean_pct,ambiguous_or_false_pct,not_interpretable_pct,ocean_margin_shift_db,false_margin_shift_db,clutter_margin_shift_db,material_risk_shift
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,93.4,93.4,93.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,98.64,98.15,98.98,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,56.79,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,45.04,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,54.99,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,36.96,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,94.55,91.78,99.06,21.99,78.01,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,73.81,68.22,80.09,1.24,98.76,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.73,0.06,85.19,1.24,98.76,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,100.0,99.34,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,87.52,82.22,88.17,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,88.23,15.0,90.34,78.42,21.58,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,90.54,90.54,90.54,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,95.64,95.16,95.98,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,23.14,22.97,24.35,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,11.64,6.89,12.55,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,44.81,55.19,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,98.15,98.15,98.15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,86.9,86.9,86.9,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,75.68,75.1,76.37,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,0.0,0.0,67.33,31.12,67.63,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,68.88,31.12,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,clean_ice_control,Clean ice,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,93.4,92.31,93.4,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,70.2,65.98,99.06,21.99,78.01,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,0.0,0.0,73.81,1.24,98.76,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,99.34,99.34,99.34,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,84.64,81.6,86.32,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,salt_layers_reason,Salt layers,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,90.15,88.9,90.15,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,salt_layers_reason,Salt layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,78.84,21.16,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,68.38,64.15,69.13,100.0,0.0,0.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
nominal_v3,Uses the v2 signal outputs directly.,workbook_mid_shell,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,0.0,0.0,1.44,0.0,67.63,32.37,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,68.88,31.12,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,66.33,65.45,66.92,59.34,0.0,40.66,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,36.49,0.0,46.98,1.24,98.76,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,60.87,59.98,61.47,59.34,0.0,40.66,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,53.24,52.11,54.06,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,3.13,3.13,3.13,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thick_30km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,58.99,0.0,91.91,32.37,67.63,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,34.8,0.0,83.65,31.12,68.88,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,55.34,0.0,68.88,31.12,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,clean_ice_control,Clean ice,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,91.84,91.84,91.84,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,clean_ice_control,Clean ice,VHF_60MHz_shallow,79.51,79.02,79.85,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,39.29,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_full_depth_lowDR,0.0,0.0,27.54,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,complex_paper_calibrated,Complex dirty ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,98.76,1.24,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,complex_with_clutter,Complex + clutter,HF_9MHz_full_depth,0.0,0.0,37.49,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_full_depth_lowDR,0.0,0.0,18.74,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,complex_with_clutter,Complex + clutter,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,near_surface_brine,Near-surface brine,HF_9MHz_full_depth,70.74,66.43,92.94,1.24,98.76,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_full_depth_lowDR,60.19,49.08,72.25,1.24,98.76,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,near_surface_brine,Near-surface brine,VHF_60MHz_shallow,0.0,0.0,59.8,1.24,98.76,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,HF_9MHz_full_depth,99.58,97.78,99.58,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_full_depth_lowDR,82.09,79.53,84.19,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,rough_surface_clutter,Rough surface clutter,VHF_60MHz_shallow,68.83,1.68,69.19,78.42,21.58,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,salt_layers_reason,Salt layers,HF_9MHz_full_depth,100.0,100.0,100.0,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_full_depth_lowDR,88.98,88.98,88.98,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,salt_layers_reason,Salt layers,VHF_60MHz_shallow,76.51,76.02,76.85,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,HF_9MHz_full_depth,7.18,5.31,9.42,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,stacked_dirty_layers,Stacked dirty layers,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,warm_impure_ice,Warm impure ice,HF_9MHz_full_depth,93.47,93.25,93.73,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_full_depth_lowDR,85.34,85.34,85.34,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",thin_3km_reason_mode,warm_impure_ice,Warm impure ice,VHF_60MHz_shallow,56.55,55.97,57.24,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,HF_9MHz_full_depth,0.0,0.0,48.32,0.0,67.63,32.37,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_full_depth_lowDR,0.0,0.0,0.0,0.0,68.88,31.12,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,briny_mushy_lens,Briny/mushy lens,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,clean_ice_control,Clean ice,HF_9MHz_full_depth,89.57,87.91,89.93,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_full_depth_lowDR,77.42,73.18,78.36,100.0,0.0,0.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,clean_ice_control,Clean ice,VHF_60MHz_shallow,0.0,0.0,0.0,0.0,0.0,100.0,-6.0,4.0,4.0,12.0
pessimistic_dirty_ice,"Assumes warmer/impurer ice, stronger internal false boundaries, and stronger rough-surface clutter.",workbook_mid_shell,complex_paper_calibrated,Complex dirty ice,HF_9MHz_full_depth,0.0,0.0,0.0,0.0,100.0,0.0,-6.0,4.0,4.0,12.0
